idx,name,y_true,y_predict
389,gcc-toolset-10,工具,工具
390,gcc-toolset-10-annobin,工具,工具
391,gcc-toolset-10-binutils,工具,服务
392,gcc-toolset-10-dwz,工具,工具
393,gcc-toolset-10-dyninst,工具,工具
394,gcc-toolset-10-elfutils,工具,服务
395,gcc-toolset-10-gcc,工具,其它
396,gcc-toolset-10-gdb,工具,工具
397,gcc-toolset-10-ltrace,工具,工具
398,gcc-toolset-10-make,工具,工具
399,gcc-toolset-10-strace,工具,工具
400,gcc-toolset-10-systemtap,工具,工具
401,gcc-toolset-10-valgrind,工具,库
402,gcc-toolset-11,工具,工具
403,gcc-toolset-11-annobin,工具,工具
404,gcc-toolset-11-binutils,工具,服务
405,gcc-toolset-11-dwz,工具,工具
406,gcc-toolset-11-dyninst,工具,工具
407,gcc-toolset-11-elfutils,工具,服务
408,gcc-toolset-11-gcc,工具,其它
409,gcc-toolset-11-gdb,工具,工具
410,gcc-toolset-11-ltrace,工具,工具
411,gcc-toolset-11-make,工具,工具
412,gcc-toolset-11-strace,工具,工具
413,gcc-toolset-11-systemtap,工具,工具
414,gcc-toolset-11-valgrind,工具,库
415,gcc-toolset-9,工具,工具
416,gcc-toolset-9-annobin,工具,工具
417,gcc-toolset-9-binutils,工具,服务
418,gcc-toolset-9-dwz,工具,工具
419,gcc-toolset-9-dyninst,工具,工具
420,gcc-toolset-9-elfutils,工具,服务
421,gcc-toolset-9-gcc,工具,其它
422,gcc-toolset-9-gdb,工具,工具
423,gcc-toolset-9-ltrace,工具,工具
424,gcc-toolset-9-make,工具,工具
425,gcc-toolset-9-strace,工具,工具
426,gcc-toolset-9-systemtap,工具,工具
427,gcc-toolset-9-valgrind,工具,库
428,gcr,库,工具
429,gd,库,库
430,gdb,工具,服务
431,gdbm,库,工具
432,gdisk,工具,服务
433,gdk-pixbuf2,库,库
434,gdm,其它,服务
435,gedit,工具,工具
436,gedit-plugins,工具,库
437,gegl,库,库
438,gegl04,库,库
439,genwqe-tools,工具,服务
440,geoclue2,库,服务
441,geocode-glib,库,库
442,gettext,工具,工具
443,gfbgraph,库,服务
444,gflags,库,库
445,gfs2-utils,工具,服务
446,ghc-srpm-macros,库,其它
447,ghostscript,工具,工具
448,giflib,库,库
449,gimp,其它,工具
450,gio-qt,库,库
451,git,工具,工具
452,git-lfs,库,库
453,gjs,库,工具
454,glade,工具,工具
455,glib-networking,库,库
456,glib2,库,库
457,glibc,库,服务
458,glibmm24,库,库
459,glog,库,库
460,glusterfs,服务,服务
461,gmp,库,库
462,gnome-abrt,其它,其它
463,gnome-autoar,其它,其它
464,gnome-bluetooth,其它,工具
465,gnome-boxes,其它,其它
466,gnome-calculator,其它,其它
467,gnome-characters,其它,其它
468,gnome-color-manager,其它,其它
469,gnome-common,其它,其它
470,gnome-control-center,其它,其它
471,gnome-desktop3,其它,其它
472,gnome-disk-utility,其它,其它
473,gnome-font-viewer,其它,其它
474,gnome-getting-started-docs,其它,其它
475,gnome-initial-setup,其它,其它
476,gnome-keyring,其它,其它
477,gnome-logs,其它,其它
478,gnome-menus,其它,其它
479,gnome-online-accounts,其它,库
480,gnome-online-miners,其它,其它
481,gnome-photos,其它,其它
482,gnome-remote-desktop,其它,其它
483,gnome-screenshot,其它,其它
484,gnome-session,其它,其它
485,gnome-settings-daemon,其它,其它
486,gnome-shell,其它,其它
487,gnome-shell-extensions,其它,其它
488,gnome-software,其它,其它
489,gnome-system-monitor,其它,其它
490,gnome-terminal,其它,其它
491,gnome-themes-standard,其它,其它
492,gnome-tweaks,其它,其它
493,gnome-user-docs,其它,其它
494,gnome-video-effects,其它,其它
495,gnu-free-fonts,其它,其它
496,gnupg2,工具,服务
497,gnuplot,工具,库
498,gnutls,库,服务
499,go-srpm-macros,库,其它
500,gobject-introspection,库,工具
501,golang,其它,工具
502,golang-dbus,其它,服务
503,golang-github-axgle-mahonia,其它,其它
504,golang-github-cryptix-wav,其它,其它
505,golang-github-davecgh-go-spew,其它,其它
506,golang-github-disintegration-imaging,其它,其它
507,golang-github-fogleman-gg,其它,其它
508,golang-github-fsnotify-fsnotify,其它,其它
509,golang-github-gosexy-gettext,其它,其它
510,golang-github-kelvins-sunrisesunset,其它,其它
511,golang-github-lofanmi-pinyin,其它,其它
512,golang-github-mattn-go-sqlite3,其它,其它
513,golang-github-mozillazg-pinyin,其它,其它
514,golang-github-msteinert-pam,其它,其它
515,golang-github-nfnt-resize,其它,其它
516,golang-github-rickb777-date,其它,其它
517,golang-github-stretchr-testify,其它,其它
518,golang-gopkg-alecthomas-kingpin,其它,其它
519,golang-x-image,其它,其它
520,golang-x-text,其它,其它
521,golang-x-xerrors,其它,其它
522,gom,其它,工具
523,google-api-python-client,其它,库
524,google-crosextra-caladea-fonts,其它,其它
525,google-crosextra-carlito-fonts,其它,其它
526,google-droid-fonts,其它,其它
527,google-noto-fonts,其它,其它
528,google-roboto-slab-fonts,其它,其它
529,gpac,库,库
530,gperf,工具,工具
531,gpgme,库,库
532,gpm,库,工具
533,grafana,工具,其它
534,grafana-pcp,库,其它
535,graphite2,服务,工具
536,graphviz,工具,工具
537,greenboot,工具,库
538,grep,工具,工具
539,grilo,库,库
540,grilo-plugins,库,库
541,groff,工具,服务
542,grub2,服务,服务
543,grubby,工具,服务
544,gsettings-desktop-schemas,其它,其它
545,gsettings-qt,库,其它
546,gsl,库,库
547,gsm,库,库
548,gsound,库,库
549,gspell,库,工具
550,gssdp,服务,服务
551,gssntlmssp,库,其它
552,gssproxy,库,服务
553,gstreamer1,库,库
554,gstreamer1-plugins-bad-free,库,库
555,gstreamer1-plugins-base,库,库
556,gstreamer1-plugins-good,库,库
557,gstreamer1-plugins-ugly-free,库,库
558,gtk-vnc,工具,工具
559,gtk2,库,工具
560,gtk3,库,工具
561,gtkmm24,库,库
