idx,name,y_true,y_predict,跨层依赖数,被跨层依赖数,分类错误,反向依赖数,被反向依赖数
1612,perl-File-Which,应用,应用,0,0,0,0,0
1613,perl-Filter,应用,应用,0,0,0,0,0
1614,perl-Filter-Simple,应用,应用,0,0,0,0,0
1615,perl-GSSAPI,应用,应用,0,0,0,0,0
1616,perl-Getopt-Long,应用,应用,0,0,0,0,0
1617,perl-HTML-Parser,应用,应用,0,0,0,0,0
1618,perl-HTML-Tagset,应用,应用,0,0,0,0,0
1619,perl-HTML-Tree,应用,应用,0,0,0,0,0
1620,perl-HTTP-Cookies,应用,应用,0,0,0,0,0
1621,perl-HTTP-Date,应用,应用,0,0,0,0,0
1622,perl-HTTP-Message,应用,应用,0,0,0,0,0
1623,perl-HTTP-Negotiate,应用,应用,0,0,0,0,0
1624,perl-HTTP-Tiny,应用,应用,0,0,0,0,0
1625,perl-IO-All,应用,应用,0,0,0,0,0
1626,perl-IO-Compress,应用,应用,0,0,0,0,0
1627,perl-IO-HTML,应用,其它,0,0,1,0,0
1628,perl-IO-Multiplex,应用,应用,0,0,0,0,0
1629,perl-IO-Socket-INET6,应用,应用,0,0,0,0,0
1630,perl-IO-Socket-IP,应用,其它,0,0,1,0,0
1631,perl-IO-Socket-SSL,应用,应用,0,0,0,0,0
1632,perl-IO-String,应用,应用,0,0,0,0,0
1633,perl-IO-Tty,应用,应用,0,0,0,0,0
1634,perl-IO-stringy,应用,系统,0,0,-1,0,0
1635,perl-IPC-Cmd,应用,其它,0,0,1,0,0
1636,perl-IPC-Run,应用,应用,0,0,0,0,0
1637,perl-IPC-SysV,应用,应用,0,0,0,0,0
1638,perl-IPC-System-Simple,应用,应用,0,0,0,0,0
1639,perl-Importer,应用,应用,0,0,0,0,0
1640,perl-JSON,应用,应用,0,0,0,0,0
1641,perl-JSON-PP,应用,应用,0,0,0,0,0
1642,perl-JSON-XS,应用,应用,0,0,0,0,0
1643,perl-LDAP,应用,应用,0,0,0,0,0
1644,perl-LWP-MediaTypes,应用,应用,0,0,0,0,0
1645,perl-List-MoreUtils,应用,其它,0,0,1,0,0
1646,perl-List-MoreUtils-XS,应用,应用,0,0,0,0,0
1647,perl-Locale-Codes,应用,应用,0,0,0,0,0
1648,perl-Locale-Maketext,应用,系统,0,0,-1,0,0
1649,perl-MIME-Base64,应用,应用,0,0,0,0,0
1650,perl-MIME-Charset,应用,其它,0,0,1,0,0
1651,perl-MRO-Compat,应用,应用,0,0,0,0,0
1652,perl-Mail-DKIM,应用,应用,0,0,0,0,0
1653,perl-Mail-SPF,应用,应用,0,0,0,0,0
1654,perl-Mail-Sender,应用,应用,0,0,0,0,0
1655,perl-MailTools,应用,应用,0,0,0,0,0
1656,perl-Math-BigInt,应用,应用,0,0,0,0,0
1657,perl-Math-BigInt-FastCalc,应用,应用,0,0,0,0,0
1658,perl-Math-BigRat,应用,应用,0,0,0,0,0
1659,perl-Module-Build,应用,系统,0,0,-1,0,0
1660,perl-Module-CoreList,应用,其它,0,0,1,0,0
1661,perl-Module-Implementation,应用,应用,0,0,0,0,0
1662,perl-Module-Install,应用,应用,0,0,0,0,0
1663,perl-Module-Install-AuthorTests,应用,应用,0,0,0,0,0
1664,perl-Module-Install-ReadmeFromPod,应用,应用,0,0,0,0,0
1665,perl-Module-Load,应用,应用,0,0,0,0,0
1666,perl-Module-Load-Conditional,应用,其它,0,0,1,0,0
1667,perl-Module-Metadata,应用,其它,0,0,1,0,0
1668,perl-Module-Pluggable,应用,其它,0,0,1,0,0
1669,perl-Module-ScanDeps,应用,应用,0,0,0,0,0
1670,perl-Mozilla-LDAP,应用,应用,0,0,0,0,0
1671,perl-NTLM,应用,应用,0,0,0,0,0
1672,perl-Net-DNS,应用,应用,0,0,0,0,0
1673,perl-Net-HTTP,应用,应用,0,0,0,0,0
1674,perl-Net-SMTP-SSL,应用,应用,0,0,0,0,0
1675,perl-Net-SSLeay,应用,应用,0,0,0,0,0
1676,perl-Net-Server,应用,应用,0,0,0,0,0
1677,perl-NetAddr-IP,应用,其它,0,0,1,0,0
1678,perl-Number-Compare,应用,应用,0,0,0,0,0
1679,perl-Package-DeprecationManager,应用,应用,0,0,0,0,0
1680,perl-Package-Generator,应用,应用,0,0,0,0,0
1681,perl-Package-Stash,应用,应用,0,0,0,0,0
1682,perl-Package-Stash-XS,应用,应用,0,0,0,0,0
1683,perl-PadWalker,应用,应用,0,0,0,0,0
1684,perl-Params-Check,应用,应用,0,0,0,0,0
1685,perl-Params-Classify,应用,应用,0,0,0,0,0
1686,perl-Params-Util,应用,其它,0,0,1,0,0
1687,perl-Params-Validate,应用,应用,0,0,0,0,0
1688,perl-Params-ValidationCompiler,应用,系统,0,0,-1,0,0
1689,perl-Parse-Yapp,应用,应用,0,0,0,0,0
1690,perl-Path-Tiny,应用,应用,0,0,0,0,0
1691,perl-PathTools,应用,应用,0,0,0,0,0
1692,perl-Perl-OSType,应用,应用,0,0,0,0,0
1693,perl-PerlIO-via-QuotedPrint,应用,应用,0,0,0,0,0
1694,perl-Pod-Checker,应用,应用,0,0,0,0,0
1695,perl-Pod-Coverage,应用,应用,0,0,0,0,0
1696,perl-Pod-Escapes,应用,应用,0,0,0,0,0
1697,perl-Pod-LaTeX,应用,应用,0,0,0,0,0
1698,perl-Pod-Markdown,应用,应用,0,0,0,0,0
1699,perl-Pod-Parser,应用,应用,0,0,0,0,0
1700,perl-Pod-Perldoc,应用,应用,0,0,0,0,0
1701,perl-Pod-Plainer,应用,应用,0,0,0,0,0
1702,perl-Pod-Simple,应用,应用,0,0,0,0,0
1703,perl-Pod-Usage,应用,系统,0,0,-1,0,0
1704,perl-Ref-Util,应用,应用,0,0,0,0,0
1705,perl-Ref-Util-XS,应用,应用,0,0,0,0,0
1706,perl-Role-Tiny,应用,其它,0,0,1,0,0
1707,perl-SGMLSpm,应用,应用,0,0,0,0,0
1708,perl-SNMP_Session,应用,应用,0,0,0,0,0
1709,perl-SUPER,应用,其它,0,0,1,0,0
1710,perl-Scalar-List-Utils,应用,应用,0,0,0,0,0
1711,perl-Scope-Guard,应用,应用,0,0,0,0,0
1712,perl-Socket,应用,应用,0,0,0,0,0
1713,perl-Socket6,应用,应用,0,0,0,0,0
1714,perl-Software-License,应用,其它,0,0,1,0,0
1715,perl-Specio,应用,应用,0,0,0,0,0
1716,perl-Storable,应用,应用,0,0,0,0,0
1717,perl-String-CRC32,应用,应用,0,0,0,0,0
1718,perl-Sub-Exporter,应用,应用,0,0,0,0,0
1719,perl-Sub-Exporter-Progressive,应用,系统,0,0,-1,0,0
1720,perl-Sub-Identify,应用,应用,0,0,0,0,0
1721,perl-Sub-Info,应用,应用,0,0,0,0,0
1722,perl-Sub-Install,应用,其它,0,0,1,0,0
1723,perl-Sub-Name,应用,应用,0,0,0,0,0
1724,perl-Sub-Uplevel,应用,应用,0,0,0,0,0
1725,perl-Sys-CPU,应用,应用,0,0,0,0,0
1726,perl-Sys-MemInfo,应用,应用,0,0,0,0,0
1727,perl-Sys-Syslog,应用,应用,0,0,0,0,0
1728,perl-Term-ANSIColor,应用,应用,0,0,0,0,0
1729,perl-Term-Cap,应用,应用,0,0,0,0,0
1730,perl-Term-Size-Any,应用,应用,0,0,0,0,0
1731,perl-Term-Size-Perl,应用,应用,0,0,0,0,0
1732,perl-Term-Table,应用,应用,0,0,0,0,0
1733,perl-TermReadKey,应用,应用,0,0,0,0,0
1734,perl-Test-Exception,应用,应用,0,0,0,0,0
1735,perl-Test-Harness,应用,应用,0,0,0,0,0
1736,perl-Test-Pod-Coverage,应用,应用,0,0,0,0,0
1737,perl-Test-Simple,应用,其它,0,0,1,0,0
1738,perl-Test-Warn,应用,应用,0,0,0,0,0
1739,perl-Test2-Suite,应用,应用,0,0,0,0,0
1740,perl-Text-Balanced,应用,应用,0,0,0,0,0
1741,perl-Text-CharWidth,应用,应用,0,0,0,0,0
1742,perl-Text-Diff,应用,应用,0,0,0,0,0
1743,perl-Text-Glob,应用,应用,0,0,0,0,0
1744,perl-Text-ParseWords,应用,应用,0,0,0,0,0
1745,perl-Text-Soundex,应用,应用,0,0,0,0,0
1746,perl-Text-Tabs+Wrap,应用,应用,0,0,0,0,0
1747,perl-Text-Template,应用,应用,0,0,0,0,0
1748,perl-Text-Unidecode,应用,应用,0,0,0,0,0
1749,perl-Text-WrapI18N,应用,应用,0,0,0,0,0
1750,perl-Thread-Queue,应用,其它,0,0,1,0,0
1751,perl-Time-HiRes,应用,应用,0,0,0,0,0
1752,perl-Time-Local,应用,应用,0,0,0,0,0
1753,perl-TimeDate,应用,应用,0,0,0,0,0
1754,perl-Tk,应用,应用,0,0,0,0,0
1755,perl-Try-Tiny,应用,应用,0,0,0,0,0
1756,perl-Types-Serialiser,应用,应用,0,0,0,0,0
1757,perl-URI,应用,应用,0,0,0,0,0
1758,perl-Unicode-Collate,应用,应用,0,0,0,0,0
1759,perl-Unicode-EastAsianWidth,应用,应用,0,0,0,0,0
1760,perl-Unicode-LineBreak,应用,应用,0,0,0,0,0
1761,perl-Unicode-Normalize,应用,应用,0,0,0,0,0
1762,perl-Unicode-UTF8,应用,应用,0,0,0,0,0
1763,perl-Unix-Syslog,应用,应用,0,0,0,0,0
1764,perl-Variable-Magic,应用,应用,0,0,0,0,0
1765,perl-WWW-RobotRules,应用,应用,0,0,0,0,0
1766,perl-XML-Catalog,应用,应用,0,0,0,0,0
1767,perl-XML-DOM,应用,应用,0,0,0,0,0
1768,perl-XML-LibXML,应用,应用,0,0,0,0,0
1769,perl-XML-LibXML-PrettyPrint,应用,应用,0,0,0,0,0
1770,perl-XML-NamespaceSupport,应用,应用,0,0,0,0,0
1771,perl-XML-Parser,应用,应用,0,0,0,0,0
1772,perl-XML-RegExp,应用,应用,0,0,0,0,0
1773,perl-XML-SAX,应用,应用,0,0,0,0,0
1774,perl-XML-SAX-Base,应用,应用,0,0,0,0,0
1775,perl-XML-Simple,应用,应用,0,0,0,0,0
1776,perl-XML-TokeParser,应用,系统,0,0,-1,0,0
1777,perl-XML-Twig,应用,应用,0,0,0,0,0
1778,perl-XML-XPath,应用,应用,0,0,0,0,0
1779,perl-YAML,应用,应用,0,0,0,0,0
1780,perl-YAML-Tiny,应用,应用,0,0,0,0,0
1781,perl-autodie,应用,其它,0,0,1,0,0
1782,perl-bignum,应用,其它,0,0,1,0,0
1783,perl-common-sense,应用,应用,0,0,0,0,0
1784,perl-constant,应用,系统,0,0,-1,0,0
1785,perl-experimental,应用,其它,0,0,1,0,0
1786,perl-generators,应用,应用,0,0,0,0,0
1787,perl-gettext,应用,应用,0,0,0,0,0
1788,perl-inc-latest,应用,应用,0,0,0,0,0
1789,perl-libintl-perl,应用,应用,0,0,0,0,0
1790,perl-libnet,应用,应用,0,0,0,0,0
1791,perl-libwww-perl,应用,应用,0,0,0,0,0
1792,perl-libxml-perl,应用,应用,0,0,0,0,0
1793,perl-local-lib,应用,核心,0,0,-1,0,0
1794,perl-namespace-autoclean,应用,应用,0,0,0,0,0
1795,perl-namespace-clean,应用,应用,0,0,0,0,0
1796,perl-parent,应用,应用,0,0,0,0,0
1797,perl-perlfaq,应用,应用,0,0,0,0,0
1798,perl-podlators,应用,应用,0,0,0,0,0
1799,perl-srpm-macros,系统,应用,0,0,1,0,0
1800,perl-threads,应用,应用,0,0,0,0,0
1801,perl-threads-shared,应用,应用,0,0,0,0,0
1802,perl-version,应用,应用,0,0,0,0,0
1803,perltidy,应用,系统,0,0,-1,0,0
1804,pesign,应用,系统,0,0,-1,0,0
1805,phonon,应用,应用,0,0,0,0,0
1806,pidgin,应用,应用,0,0,0,0,0
1807,pidgin-sipe,应用,其它,0,0,1,0,0
1808,pigz,应用,应用,2,0,0,0,0
1809,pinentry,应用,应用,3,0,0,0,0
1810,pinfo,应用,应用,0,0,0,0,0
1811,pipewire,应用,核心,0,0,-1,0,0
1812,pipewire0.2,应用,应用,0,0,0,0,0
1813,pixman,应用,核心,1,0,-1,0,1
1814,pkgconf,应用,应用,2,0,0,0,0
1815,plasma-breeze,其它,其它,0,0,0,0,0
1816,plotutils,应用,应用,0,0,0,0,0
1817,plymouth,系统,核心,0,0,-1,3,0
1818,pmdk,应用,系统,0,0,-1,0,0
1819,pmix,应用,核心,0,0,-1,0,0
1820,po4a,应用,应用,0,0,0,0,0
1821,policycoreutils,应用,系统,8,0,-1,1,0
1822,polkit,系统,核心,0,0,-1,2,0
1823,polkit-pkla-compat,应用,应用,0,0,0,0,0
1824,polkit-qt-1,应用,应用,0,0,0,0,0
1825,poppler,应用,系统,1,0,-1,0,0
1826,poppler-data,应用,其它,0,0,1,0,0
1827,popt,系统,系统,0,1,0,0,2
1828,portreserve,应用,应用,2,0,0,1,0
1829,postfix,应用,核心,3,0,-1,2,0
1830,postgresql-jdbc,其它,系统,0,0,-1,0,0
1831,postgresql-odbc,其它,其它,0,0,0,0,0
1832,potrace,应用,核心,0,0,-1,0,0
1833,powertop,应用,核心,0,0,-1,0,1
1834,ppp,应用,核心,5,0,-1,1,1
1835,prefixdevname,系统,核心,0,0,-1,1,0
1836,procmail,应用,系统,0,0,-1,0,0
1837,procps-ng,系统,系统,0,0,0,0,0
1838,prometheus-jmx-exporter,应用,应用,0,0,0,0,0
1839,protobuf,应用,系统,2,0,-1,0,0
1840,protobuf-c,应用,应用,0,0,0,0,0
1841,ps_mem,应用,系统,0,0,-1,0,0
1842,psacct,应用,核心,3,0,-1,1,0
1843,psmisc,系统,核心,0,2,-1,0,0
1844,pstoedit,应用,应用,0,0,0,0,0
1845,publicsuffix-list,应用,系统,0,0,-1,0,0
1846,pugixml,应用,应用,0,0,0,0,0
1847,pulseaudio,系统,核心,0,0,-1,12,0
1848,pyOpenSSL,应用,系统,0,0,-1,0,0
1849,pyatspi,应用,系统,0,0,-1,0,0
1850,pycairo,应用,系统,1,0,-1,0,0
1851,pygobject3,应用,系统,1,0,-1,0,5
1852,pykickstart,应用,系统,0,0,-1,0,1
1853,pyodbc,应用,系统,0,0,-1,1,0
1854,pyparsing,应用,系统,0,0,-1,0,0
1855,pyparted,应用,系统,1,0,-1,0,1
1856,pyserial,应用,系统,0,0,-1,0,0
1857,pytest,应用,系统,0,0,-1,0,0
1858,python-argcomplete,应用,其它,0,0,1,0,0
1859,python-argh,应用,其它,0,0,1,0,0
1860,python-asn1crypto,应用,应用,0,0,0,0,0
1861,python-attrs,应用,应用,0,0,0,0,0
1862,python-augeas,应用,应用,0,0,0,0,0
1863,python-blivet,应用,其它,0,0,1,0,0
1864,python-boto3,应用,应用,0,0,0,0,0
1865,python-botocore,应用,系统,0,0,-1,0,0
1866,python-cffi,应用,应用,0,0,0,0,0
1867,python-chardet,应用,应用,0,0,0,0,0
1868,python-click,应用,应用,0,0,0,0,0
1869,python-configobj,应用,应用,0,0,0,0,0
1870,python-configshell,应用,应用,0,0,0,0,0
1871,python-coverage,应用,应用,0,0,0,0,0
1872,python-cpio,应用,应用,0,0,0,0,0
1873,python-cryptography,应用,应用,0,0,0,0,0
1874,python-cups,应用,其它,0,0,1,0,0
1875,python-dasbus,应用,应用,0,0,0,0,0
1876,python-dateutil,应用,应用,0,0,0,0,0
1877,python-dbus-client-gen,应用,应用,0,0,0,0,0
1878,python-dbus-python-client-gen,应用,应用,0,0,0,0,0
1879,python-dbus-signature-pyparsing,应用,应用,0,0,0,0,0
1880,python-decorator,应用,应用,0,0,0,0,0
1881,python-dmidecode,应用,应用,0,0,0,0,0
1882,python-dns,应用,系统,0,0,-1,0,0
1883,python-enchant,应用,应用,0,0,0,0,0
1884,python-ethtool,应用,应用,0,0,0,0,0
1885,python-evdev,应用,系统,0,0,-1,0,0
1886,python-fasteners,应用,其它,0,0,1,0,0
1887,python-flask,应用,应用,0,0,0,0,0
1888,python-gevent,应用,应用,0,0,0,0,0
1889,python-gflags,应用,应用,0,0,0,0,0
1890,python-greenlet,应用,应用,0,0,0,0,0
1891,python-gssapi,应用,应用,0,0,0,0,0
1892,python-html5lib,应用,应用,0,0,0,0,0
1893,python-httplib2,应用,应用,0,0,0,0,0
1894,python-humanize,应用,系统,0,0,-1,0,0
1895,python-hwdata,应用,系统,0,0,-1,0,0
1896,python-idna,应用,应用,0,0,0,0,0
1897,python-imagesize,应用,应用,0,0,0,0,0
1898,python-iniparse,应用,应用,0,0,0,0,0
1899,python-inotify,应用,应用,0,0,0,0,0
1900,python-into-dbus-python,应用,应用,0,0,0,0,0
1901,python-itsdangerous,应用,应用,0,0,0,0,0
1902,python-jinja2,应用,应用,0,0,0,0,0
1903,python-jmespath,应用,应用,0,0,0,0,0
1904,python-jsonpatch,应用,应用,0,0,0,0,0
1905,python-jsonpointer,应用,应用,0,0,0,0,0
1906,python-jsonschema,应用,应用,0,0,0,0,0
1907,python-justbases,应用,应用,0,0,0,0,0
1908,python-justbytes,应用,应用,0,0,0,0,0
1909,python-jwt,应用,应用,0,0,0,0,0
1910,python-kmod,应用,应用,0,0,0,0,0
1911,python-ldap,应用,应用,0,0,0,0,0
1912,python-linux-procfs,应用,其它,0,0,1,0,0
1913,python-lxml,应用,应用,0,0,0,0,0
1914,python-mako,应用,应用,0,0,0,0,0
1915,python-markupsafe,应用,应用,0,0,0,0,0
1916,python-meh,应用,应用,0,0,0,0,0
1917,python-mock,应用,应用,0,0,0,0,0
1918,python-netaddr,应用,应用,0,0,0,0,0
1919,python-netifaces,应用,应用,0,0,0,0,0
1920,python-networkx,应用,应用,0,0,0,0,0
1921,python-ntplib,应用,应用,0,0,0,0,0
1922,python-oauth2client,应用,应用,0,0,0,0,0
1923,python-oauthlib,应用,应用,0,0,0,0,0
1924,python-ordered-set,应用,应用,0,0,0,0,0
1925,python-packaging,应用,应用,0,0,0,0,0
1926,python-pexpect,应用,应用,0,0,0,0,0
1927,python-pid,应用,其它,0,0,1,0,0
1928,python-pillow,应用,应用,0,0,0,0,0
1929,python-pip,应用,系统,0,0,-1,0,0
1930,python-pluggy,应用,其它,0,0,1,0,0
1931,python-ply,应用,应用,0,0,0,0,0
1932,python-prettytable,应用,应用,0,0,0,0,0
1933,python-productmd,应用,应用,0,0,0,0,0
1934,python-psutil,应用,应用,0,0,0,0,0
1935,python-psycopg2,应用,应用,0,0,0,0,0
1936,python-ptyprocess,应用,应用,0,0,0,0,0
1937,python-py,应用,应用,0,0,0,0,0
1938,python-pyasn1,应用,应用,0,0,0,0,0
1939,python-pycparser,应用,应用,0,0,0,0,0
1940,python-pycurl,应用,应用,0,0,0,0,0
1941,python-pydbus,应用,应用,0,0,0,0,0
1942,python-pyghmi,应用,应用,0,0,0,0,0
1943,python-pysocks,应用,应用,0,0,0,0,0
1944,python-pytoml,应用,应用,0,0,0,0,0
1945,python-pyudev,应用,应用,0,0,0,0,0
1946,python-qt5,应用,应用,0,0,0,0,0
1947,python-reportlab,应用,系统,0,0,-1,0,0
1948,python-requests,应用,应用,0,0,0,0,0
1949,python-requests-file,应用,应用,0,0,0,0,0
1950,python-requests-ftp,应用,应用,0,0,0,0,0
1951,python-requests-oauthlib,应用,应用,0,0,0,0,0
1952,python-resolvelib,应用,应用,0,0,0,0,0
1953,python-rpm-macros,系统,系统,0,0,0,0,0
1954,python-rpmfluff,应用,应用,0,0,0,0,0
1955,python-rtslib,应用,应用,0,0,0,0,0
1956,python-s3transfer,应用,应用,0,0,0,0,0
1957,python-schedutils,应用,应用,0,0,0,0,0
1958,python-semantic_version,应用,应用,0,0,0,0,0
1959,python-setuptools,应用,核心,0,0,-1,0,0
1960,python-simpleline,应用,应用,0,0,0,0,0
1961,python-six,应用,应用,0,0,0,0,0
1962,python-slip,应用,应用,0,0,0,0,0
1963,python-snowballstemmer,应用,应用,0,0,0,0,0
1964,python-sphinx,应用,应用,0,0,0,0,0
1965,python-sphinx-theme-alabaster,应用,其它,0,0,1,0,0
1966,python-sphinx_rtd_theme,应用,应用,0,0,0,0,0
1967,python-sphinxcontrib-websupport,应用,其它,0,0,1,0,0
1968,python-suds,应用,应用,0,0,0,0,0
1969,python-sushy,应用,应用,0,0,0,0,0
1970,python-systemd,应用,系统,0,0,-1,0,0
1971,python-uritemplate,应用,应用,0,0,0,0,0
1972,python-urllib3,应用,应用,0,0,0,0,0
1973,python-urwid,应用,应用,0,0,0,0,0
1974,python-varlink,应用,应用,0,0,0,0,0
1975,python-webencodings,应用,应用,0,0,0,0,0
1976,python-werkzeug,应用,应用,0,0,0,0,0
1977,python-whoosh,应用,应用,0,0,0,0,0
1978,python2,应用,系统,6,0,-1,0,8
1979,python2-pip,系统,系统,0,0,0,0,0
1980,python2-setuptools,系统,核心,0,0,-1,0,0
1981,python3,应用,核心,7,0,-1,0,26
1982,python3-azure-sdk,应用,其它,0,0,1,0,0
1983,python36,应用,系统,0,0,-1,0,1
1984,python38,应用,系统,0,0,-1,0,0
1985,python3x-six,应用,应用,0,0,0,0,0
1986,pytz,应用,系统,1,0,-1,0,1
1987,pywbem,应用,系统,0,0,-1,0,0
1988,pyxdg,应用,系统,0,0,-1,0,0
1989,qatengine,应用,应用,0,0,0,0,0
1990,qatlib,应用,应用,0,0,0,0,0
1991,qatzip,应用,应用,0,0,0,0,0
1992,qemu-kvm,系统,系统,0,0,0,0,0
1993,qgnomeplatform,系统,应用,0,0,1,4,0
1994,qpdf,应用,核心,3,0,-1,0,0
1995,qt5,应用,核心,0,0,-1,0,0
1996,qt5-qt3d,应用,其它,0,0,1,0,0
1997,qt5-qtbase,应用,系统,0,0,-1,0,0
1998,qt5-qtcanvas3d,应用,应用,0,0,0,0,0
1999,qt5-qtconnectivity,应用,应用,0,0,0,0,0
2000,qt5-qtdeclarative,应用,应用,0,0,0,0,0
2001,qt5-qtgraphicaleffects,应用,应用,0,0,0,0,0
2002,qt5-qtimageformats,应用,应用,0,0,0,0,0
2003,qt5-qtlocation,应用,系统,0,0,-1,0,0
2004,qt5-qtmultimedia,应用,应用,0,0,0,0,0
2005,qt5-qtquickcontrols,应用,应用,0,0,0,0,0
2006,qt5-qtquickcontrols2,应用,应用,0,0,0,0,0
2007,qt5-qtscript,应用,应用,0,0,0,0,0
2008,qt5-qtsensors,应用,系统,0,0,-1,0,0
2009,qt5-qtserialbus,应用,系统,0,0,-1,0,0
2010,qt5-qtserialport,应用,系统,0,0,-1,0,0
2011,qt5-qtsvg,应用,应用,0,0,0,0,0
2012,qt5-qttools,应用,其它,0,0,1,0,0
2013,qt5-qtvirtualkeyboard,应用,其它,0,0,1,0,0
2014,qt5-qtwayland,应用,应用,0,0,0,0,0
2015,qt5-qtwebchannel,应用,应用,0,0,0,0,0
2016,qt5-qtwebengine,应用,应用,0,0,0,0,0
2017,qt5-qtwebsockets,应用,应用,0,0,0,0,0
2018,qt5-qtx11extras,应用,应用,0,0,0,0,0
2019,qt5-qtxmlpatterns,应用,应用,0,0,0,0,0
2020,qtchooser,应用,其它,0,0,1,0,0
2021,quota,应用,系统,2,0,-1,2,0
2022,raptor2,应用,应用,0,0,0,0,0
2023,rarian,应用,应用,0,0,0,0,0
2024,rasdaemon,应用,核心,2,0,-1,1,0
2025,rasqal,应用,应用,0,0,0,0,0
2026,rdma-core,系统,系统,0,0,0,0,0
2027,readline,系统,系统,0,1,0,0,1
2028,realmd,应用,核心,2,0,-1,1,1
2029,rear,应用,系统,0,0,-1,0,0
2030,redfish-finder,应用,系统,0,0,-1,0,0
2031,redhat-lsb,应用,核心,0,0,-1,0,0
2032,redhat-menus,应用,其它,0,0,1,0,0
2033,redhat-rpm-config,系统,核心,0,0,-1,0,0
2034,redhat-support-lib-python,系统,应用,0,0,1,0,0
2035,redhat-support-tool,应用,系统,0,0,-1,0,0
2036,redland,应用,应用,0,0,0,0,0
2037,resource-agents,应用,其它,0,0,1,0,0
2038,rest,应用,应用,1,0,0,0,1
2039,rhythmbox,应用,应用,0,0,0,0,0
2040,rig,应用,系统,0,0,-1,0,0
2041,rng-tools,应用,系统,0,0,-1,0,0
2042,rootfiles,核心,核心,0,0,0,0,0
2043,rpcbind,应用,系统,2,0,-1,1,0
2044,rpm,系统,系统,0,0,0,4,0
2045,rpm-ostree,应用,应用,0,0,0,0,0
2046,rpmdevtools,应用,核心,0,0,-1,0,0
2047,rpmlint,应用,核心,0,0,-1,0,0
2048,rrdtool,应用,核心,0,0,-1,0,0
2049,rsync,应用,核心,4,0,-1,1,1
2050,rsyslog,系统,核心,0,0,-1,7,0
2051,rtkit,应用,核心,3,0,-1,2,1
2052,rubberband,应用,应用,0,0,0,0,0
2053,ruby,应用,系统,0,0,-1,0,1
2054,rust-srpm-macros,系统,应用,0,0,1,0,0
2055,saab-fonts,其它,其它,0,0,0,0,0
2056,sac,应用,应用,0,0,0,0,0
2057,samba,应用,核心,9,0,-1,2,1
2058,sane-backends,应用,应用,0,0,0,0,0
2059,sane-frontends,应用,应用,0,0,0,0,0
2060,sanlock,应用,系统,1,0,-1,0,1
2061,satyr,应用,系统,3,0,-1,0,0
2062,sbc,应用,核心,1,0,-1,0,1
2063,sbd,应用,其它,0,0,1,0,0
2064,sblim-cmpi-base,应用,应用,0,0,0,0,0
2065,sblim-gather,应用,核心,0,0,-1,0,0
2066,sblim-indication_helper,应用,系统,0,0,-1,0,0
2067,sblim-sfcCommon,应用,应用,0,0,0,0,0
2068,sblim-sfcb,应用,应用,0,0,0,0,0
2069,sblim-sfcc,应用,应用,0,0,0,0,0
2070,sblim-wbemcli,应用,应用,0,0,0,0,0
2071,scap-security-guide,应用,其它,0,0,1,0,0
2072,scap-workbench,应用,应用,0,0,0,0,0
2073,scipy,系统,其它,0,0,1,0,0
2074,scl-utils,应用,系统,0,0,-1,0,0
2075,scrub,应用,应用,2,0,0,0,0
2076,seahorse,其它,应用,5,0,-1,0,0
2077,sed,核心,核心,0,7,0,0,0
2078,selinux-policy,系统,应用,0,0,1,0,0
2079,sendmail,应用,系统,0,0,-1,0,0
2080,setools,应用,系统,2,0,-1,0,0
2081,setroubleshoot,应用,系统,4,0,-1,1,0
2082,setroubleshoot-plugins,应用,其它,0,0,1,0,0
2083,setserial,应用,应用,1,0,0,0,0
2084,setup,核心,核心,0,1,0,0,0
2085,sg3_utils,系统,核心,0,0,-1,0,0
2086,sgml-common,应用,系统,0,0,-1,0,0
2087,sgpio,应用,应用,1,0,0,0,0
2088,shadow-utils,应用,应用,0,0,0,0,0
2089,shared-mime-info,系统,其它,0,0,1,0,0
2090,shim,系统,应用,0,0,1,1,0
2091,sip,应用,系统,0,0,-1,0,0
2092,skkdic,应用,应用,0,0,0,0,0
2093,slang,应用,核心,1,0,-1,0,1
2094,smartmontools,应用,核心,3,0,-1,1,0
2095,smc-tools,应用,核心,0,0,-1,0,0
2096,snappy,应用,应用,1,0,0,0,0
2097,sombok,应用,应用,0,0,0,0,0
2098,sos,应用,核心,3,0,-1,0,0
2099,sos-collector,应用,应用,0,0,0,0,0
2100,sound-theme-freedesktop,应用,其它,0,0,1,0,0
2101,soundtouch,应用,系统,0,0,-1,0,0
2102,source-highlight,应用,应用,0,0,0,0,0
2103,soxr,应用,应用,0,0,0,0,0
2104,spamassassin,应用,核心,0,0,-1,0,0
2105,speech-dispatcher,应用,应用,0,0,0,0,0
2106,speex,应用,应用,0,0,0,0,0
2107,speexdsp,应用,应用,1,0,0,0,1
2108,spice,其它,核心,0,0,-1,0,0
2109,spice-gtk,其它,其它,0,0,0,0,0
2110,spice-streaming-agent,其它,应用,0,0,-1,0,0
2111,spice-vdagent,其它,应用,0,0,-1,0,0
2112,spirv-tools,应用,应用,0,0,0,0,0
2113,splix,应用,系统,0,0,-1,0,0
2114,sqlite,应用,核心,2,0,-1,0,6
2115,squashfs-tools,系统,核心,0,0,-1,0,0
2116,srt,应用,应用,0,0,0,0,0
2117,sscg,应用,其它,0,0,1,0,0
2118,sshpass,应用,其它,0,0,1,0,0
